prey,Base_diUb,Vec_diUb,diUb1,Enr_diUb,sEnr_diUb,p_Bind_diUb
Elp5,351.7,5.6,0.2,-4.49,-5.03,0.009
Ttc30a1,98.6,0.3,0,-2.83,-6.29,0.009
1110012L19Rik,195.1,0.4,0,-3.17,-6.31,0.009
Eci1,13.8,0.6,0,-3.71,-6.14,0.009
Fancl,92.9,0.1,0,-1.8,-6.14,0.009
Klkb1,31.2,1.5,0.1,-3.99,-5.11,0.009
Tor1aip2,283.2,0.4,0,-3.23,-6.37,0.009
Fgfr1op2,225.8,241.2,0,-12.24,-7.2,0.009
Gpt2,124,1.7,0,-5.09,-6.48,0.009
Dtx4,87.3,56.3,0,-10.14,-7.09,0.009
Cln6,29.1,19.8,0,-8.63,-7.02,0.009
Sumo1,766.2,10,0.3,-4.84,-5.07,0.009
Dopey1,49.4,68.1,0,-10.41,-6.93,0.009
Gpbp1,291,0.2,0,-2.21,-6.3,0.009
Gpr153,5.1,154.4,0,-11.59,-7.25,0.009
Dennd3,21.6,0.8,0,-4.09,-6.37,0.009
Mmd2,65.8,0.9,0,-4.19,-6.46,0.009
Phc3,80.2,14.3,0,-8.17,-6.88,0.009
Tes,145.7,0.1,0,-1.88,-6.21,0.009
Agbl2,40.2,2.3,0.1,-4.52,-5.39,0.009
Cntln,35.7,4.6,0.1,-4.96,-5.23,0.009
Supt16,110.4,397.5,0,-12.96,-7.27,0.009
Dnase1l1,41.7,858.2,0,-14.07,-7.33,0.009
Zfp346,82.4,738.9,0,-13.85,-7.34,0.009
Ednra,39.5,7.8,0,-7.29,-6.74,0.009
Tpm3,88.4,13.4,0,-8.07,-6.8,0.009
Rpl37a,10.8,0.6,0,-3.76,-6.27,0.009
Rabl3,27,1.1,0,-4.49,-6.4,0.009
Ift88,100.2,0.1,0,-1.1,-6.04,0.009
Ube2n,205.4,2898.8,0,-15.82,-7.31,0.009
B4galt6,26.2,0.2,0,-2.48,-6.11,0.009
Map7,110.8,0.2,0,-2.15,-6.24,0.009
Mrm1,30.2,54,0,-10.08,-7.13,0.009
Polr1a,8.1,1.1,0,-4.51,-6.42,0.009
Dstn,182.2,0.2,0,-2.21,-6.25,0.009
Ccdc175,80,0.2,0,-2.21,-6.17,0.009
Mfsd7b,78.3,9.8,0,-7.62,-6.77,0.009
Ap1g1,291,133.5,0,-11.38,-7.18,0.009
Adam12,31.7,1.3,0,-4.8,-6.46,0.009
Gm11780,187.5,0.3,0,-2.63,-6.23,0.009
Slc43a3,98.2,0.1,0,-1.8,-6.03,0.009
Proca1,75.5,0.6,0,-3.78,-6.38,0.009
Map3k4,33,32.2,0,-9.34,-7.02,0.009
Slc5a3,88,52.6,0,-10.04,-7.14,0.009
Tyw5,146.1,8.6,0,-7.43,-6.84,0.009
Tapbpl,0.5,0.5,0,-3.34,-6.25,0.009
Arl13b,82.6,122.3,0,-11.26,-7.18,0.009
BC022687,32.6,0.3,0,-2.95,-6.27,0.009
Arl5b,8.7,2.4,0,-5.59,-6.44,0.009
Hsd17b10,111.8,0.2,0,-2.53,-6.24,0.009
Mog,58.4,0.4,0,-3.26,-6.23,0.009
Pgpep1,24.1,13.4,0,-8.07,-6.85,0.009
Slc12a3,72.3,0.5,0,-3.34,-6.28,0.009
4930444G20Rik,9.6,1.3,0,-4.72,-6.4,0.009
Fam184a,43.9,5.4,0,-6.78,-6.65,0.009
Fmnl2,97.1,293.3,0,-12.52,-7.24,0.009
Grem2,41.4,1.8,0,-5.23,-6.41,0.009
Stard7,356.3,52.6,0,-10.04,-7.07,0.009
Sh2d1a,12.8,11.8,0,-7.88,-6.85,0.009
Esam,25.4,1,0,-4.35,-6.35,0.009
Gdi2,362.9,3884.8,0.2,-14.24,-7.05,0.009
Tomm70a,273.8,2.7,0.1,-4.8,-5.46,0.009
Ank2,64.1,0.9,0,-4.27,-6.39,0.009
Ppp2r5a,22.8,0.7,0,-3.88,-6.33,0.009
Siglecf,2,78.7,0,-10.62,-7.15,0.009
Ttyh1,55.6,725.9,0,-13.83,-7.22,0.009
Ttk,78.3,3.4,0.2,-4.09,-4.84,0.009
Oxct2a,4.4,1,0,-4.43,-6.45,0.009
Bmpr2,567.8,187.9,0,-11.88,-7.25,0.009
Stat1,72.8,7.3,0,-7.2,-6.73,0.009
Marf1,16.7,2.8,0,-5.81,-6.52,0.009
Fgl2,161.1,566.3,0,-13.47,-7.4,0.009
Mpv17l,196.5,12.4,0.3,-5.15,-5.05,0.009
Fam118a,81.6,0.3,0,-2.63,-6.2,0.009
Pdha1,334.2,1226.5,0,-14.58,-7.34,0.009
Atad2b,110.7,1.7,0.1,-4.15,-5.23,0.009
Cluap1,111.8,1.4,0,-4.84,-6.5,0.009
Ptgr1,46.3,0.5,0,-3.34,-6.28,0.009
Zcwpw1,12.2,0.9,0,-4.21,-6.23,0.009
Tlr1,23.1,0.2,0,-2.48,-6.15,0.009
Rp1,0.8,2.9,0,-5.89,-6.52,0.009
Rae1,98.3,37.7,0,-9.56,-7.07,0.009
Krt6a,27.2,14.1,0,-8.15,-6.87,0.009
Gm5141,9.6,0.8,0,-4.1,-6.31,0.009
Mapt,150.5,0.2,0,-2.53,-6.25,0.009
Vamp7,124.3,230,0,-12.17,-7.23,0.009
Steap2,152.8,0.2,0,-2.53,-6.19,0.009
Rps6kb1,128.2,114.4,0,-11.16,-7.15,0.009
Kbtbd3,42.3,0.1,0,-1.23,-6.02,0.009
Gbp9,52.4,0.9,0,-4.3,-6.42,0.009
Rreb1,3,1.4,0,-4.87,-6.36,0.009
Kif1c,59.4,14.9,0,-8.22,-6.9,0.009
Wdr37,241.6,0.4,0,-3.15,-6.27,0.009
Cttnbp2,71.7,7,0,-7.15,-6.73,0.009
Zfp84,63.5,0.7,0,-3.83,-6.27,0.009
Yod1,62.5,31.4,0,-9.3,-7.06,0.009
Hsd17b12,265.4,3.5,0.1,-4.57,-5.26,0.009
Gatad2a,33.8,43.3,0,-9.76,-7,0.009
Idh3b,100.2,9.5,0,-7.58,-6.77,0.009
Tle4,40.1,0.7,0,-3.99,-6.3,0.009
Ahr,72.7,5,0,-6.67,-6.58,0.009
Slc35b4,119.9,99.1,0,-10.95,-7.09,0.009
Vil1,50.1,5.5,0,-6.81,-6.81,0.009
Samd4,29.5,0.3,0,-2.95,-6.23,0.009
Asz1,47.1,0.7,0,-3.88,-6.35,0.009
Ccdc150,83.2,1.4,0,-4.84,-6.45,0.009
Zfp433,21.7,1.7,0,-5.14,-6.44,0.009
Commd4,19.5,468.4,0,-13.19,-7.39,0.009
Rab33b,25.5,0.1,0,-1.88,-6.13,0.009
Ei24,158.3,442.8,0.1,-12.11,-6.88,0.009
Anxa7,253.8,2.7,0.1,-4.2,-5.1,0.009
Atl3,278.1,1.5,0.1,-3.99,-5.37,0.009
Egln3,31.5,0.5,0,-3.48,-6.21,0.009
Rock1,112.3,1217.7,0,-14.57,-7.36,0.009
Add3,190,1.4,0,-4.85,-6.37,0.009
Ndc1,20.1,0.9,0,-4.21,-6.3,0.009
E230019M04Rik,3.5,3.1,0,-5.97,-6.57,0.009
Car14,41.7,23.8,0,-8.9,-7.01,0.009
Ubtf,5.2,0.5,0,-3.34,-6.23,0.009
Clasp2,150.5,53.3,0,-10.06,-7.07,0.009
Eef2k,33.8,1813.7,0,-15.15,-7.38,0.009
Cnst,93.5,0.3,0,-2.87,-6.28,0.009
Trim33,141.1,0.7,0,-3.9,-6.34,0.009
Dph5,115,498.4,0,-13.28,-7.24,0.009
Golt1b,39.8,117,0,-11.19,-7.13,0.009
Olfr287,1.6,1.8,0,-5.22,-6.45,0.009
Lrch3,166.1,51.6,0,-10.01,-7.13,0.009
Gm14305,96.8,2,0.1,-4.35,-5.26,0.009
Zfp595,24,0.3,0,-2.75,-6.21,0.009
Strbp,286.1,1.8,0.1,-4.19,-5.31,0.009
Gm2863,171,1.4,0.1,-3.81,-5.25,0.009
Gpc3,49.2,403.7,0,-12.98,-7.37,0.009
Got1,182.9,5.1,0,-6.7,-6.74,0.009
Cytip,61.9,1.7,0,-5.14,-6.58,0.009
Tial1,244.4,254.3,0,-12.31,-7.23,0.009
Rarres1,3.4,37.6,0,-9.55,-7.02,0.009
Macrod2,11.9,0.7,0,-3.99,-6.31,0.009
Zranb2,398.8,2.2,0.1,-4.5,-5.47,0.009
Dnajc27,190.4,3.5,0,-6.14,-6.66,0.009
Cdk5r1,46.9,0.7,0,-3.99,-6.36,0.009
Macf1,132.9,0.3,0,-2.79,-6.24,0.009
Arl4a,269,0.2,0,-2.21,-6.26,0.009
Fam172a,139.5,1.2,0,-4.67,-6.47,0.009
Prnp,393.7,3.4,0.1,-4.52,-5.21,0.009
Lman1,122.1,147.2,0,-11.52,-7.11,0.009
Smim15,229.9,0.7,0,-3.81,-6.44,0.009
Olfml3,68,1.4,0,-4.83,-6.53,0.009
Rab15,85.7,21,0,-8.72,-6.93,0.009
Ophn1,33.6,13.7,0,-8.1,-6.75,0.009
Astn1,99.4,203.5,0,-11.99,-7.21,0.009
Dnajc2,148.7,0.2,0,-2.15,-6.28,0.009
Ikzf5,63,1.2,0,-4.64,-6.41,0.009
Ostm1,63.8,15.9,0,-8.31,-6.75,0.009
Atp5j,55.5,57.8,0,-10.18,-7.01,0.009
4933434E20Rik,204.9,0.2,0,-2.21,-6.19,0.009
Krit1,113.9,52.1,0,-10.03,-7.08,0.009
Cmc1,24.5,2.9,0,-5.89,-6.62,0.009
Tex26,113.2,0.1,0,-1.72,-6.24,0.009
Gm16445,182.6,2,0,-5.36,-6.58,0.009
Gng2,51.4,0.8,0,-4.01,-6.35,0.009
Cyp2e1,33,0.6,0,-3.76,-6.33,0.009
Atxn10,249.8,1138.5,0.1,-13.47,-7.16,0.009
Mycn,17.2,0.9,0,-4.21,-6.35,0.009
Ppa1,97.4,1956.9,0.2,-13.25,-7.1,0.009
Cox7c,51.6,0.1,0,-1.23,-6.08,0.009
Slc30a6,65.2,0.2,0,-2.48,-6.25,0.009
Impa1,205.2,0.9,0,-4.21,-6.43,0.009
Pramel3,43.7,4.6,0,-6.53,-6.69,0.009
Rnf138,92.5,403.2,0,-12.98,-7.26,0.009
Avl9,85.3,0.9,0,-4.2,-6.34,0.009
Csad,21.9,1.3,0,-4.71,-6.46,0.009
Tpt1,110.4,1.4,0.1,-3.83,-5.22,0.009
Kcnip4,95.1,1.2,0,-4.66,-6.48,0.009
Vps16,69,0.1,0,-1.23,-6.01,0.009
Fbxo8,139.8,0.1,0,-1.8,-6.12,0.009
Glb1,82.1,1.7,0.1,-4.17,-5.33,0.009
Uchl4,1.8,0.8,0,-4.03,-6.4,0.009
Socs5,83.8,1.3,0,-4.73,-6.43,0.009
Tmem64,193.3,0.7,0,-3.94,-6.37,0.009
Cst12,28.7,1.1,0,-4.58,-6.46,0.009
Kpna2,307.8,0.7,0,-3.94,-6.44,0.009
4932414N04Rik,98.8,53.3,0,-10.06,-7.08,0.009
Sccpdh,294,0.4,0,-3.08,-6.28,0.009
Ndufb10,25.6,3.7,0,-6.21,-6.64,0.009
Aamp,10.8,0.6,0,-3.64,-6.22,0.009
Aif1l,82.7,1.7,0,-5.11,-6.48,0.009
Fam13c,34.7,3.2,0,-6.04,-6.62,0.009
Tpi1,101.8,16.9,0,-8.4,-6.88,0.009
Wtap,127.4,1.9,0.1,-4.27,-5.37,0.009
Paxip1,52.9,0.1,0,-1.72,-6.12,0.009
Gzf1,138.3,4.2,0,-6.43,-6.62,0.009
Zfp697,3.6,0.9,0,-4.27,-6.4,0.009
Glb1l3,212.1,0.3,0,-2.75,-6.26,0.009
Ttl,79.2,2,0,-5.37,-6.46,0.009
C1s2,10.4,25.3,0,-8.98,-7.06,0.009
Hspa2,28.6,0.5,0,-3.35,-6.3,0.009
Cflar,97.1,20.4,0,-8.67,-6.92,0.009
Trpd52l3,79.9,124.3,0,-11.28,-7.26,0.009
Zfp263,84.1,1.5,0,-4.95,-6.39,0.009
Lonrf3,63.6,87.7,0,-10.78,-7.13,0.009
Ube2a,64.3,60.8,0,-10.25,-7.09,0.009
Ddx31,10.8,6.2,0,-6.96,-6.76,0.009
Rspry1,122.9,22,0,-8.79,-6.98,0.009
Mboat1,18,156,0,-11.61,-7.1,0.009
Hnf4g,5.2,5.4,0,-6.78,-6.74,0.009
Lrp1b,1.5,0.5,0,-3.34,-6.34,0.009
Akap9,113.6,1.6,0,-5,-6.52,0.009
Prkar2a,149.9,5.8,0.1,-5.28,-5.38,0.009
Spo11,21.4,472.7,0,-13.21,-7.31,0.009
Cox20,59.6,171.7,0,-11.75,-7.22,0.009
Hsd3b2,98.4,32.8,0,-9.36,-7.05,0.009
Sp140,39.8,2.7,0,-5.77,-6.55,0.009
Zfp558,94.9,1368.8,0,-14.74,-7.36,0.009
Mroh2b,147.6,2,0,-5.36,-6.48,0.009
Rmnd5a,391.7,534.7,0,-13.38,-7.31,0.009
Vhl,142.3,0.2,0,-2.21,-6.16,0.009
Dnali1,78.7,3.2,0,-6,-6.66,0.009
Ccne2,72.6,2.6,0,-5.75,-6.56,0.009
Lca5,38.1,4.3,0,-6.44,-6.62,0.009
Ankhd1,69.8,5,0,-6.66,-6.64,0.009
Larp7,90.3,0.4,0,-3.01,-6.25,0.009
Ankra2,59.2,494.1,0,-13.27,-7.24,0.009
Sh3rf2,271.6,138.3,0,-11.43,-7.14,0.009
Bdnf,25.5,2.5,0,-5.67,-6.62,0.009
Gpx6,117.4,3.4,0.1,-5.12,-5.55,0.009
Cyp39a1,32,11.3,0,-7.82,-6.75,0.009
Bscl2,28.4,13.5,0,-8.08,-6.82,0.009
Amotl1,121.2,1.4,0,-4.84,-6.47,0.009
Pomk,30.2,0.4,0,-3.01,-6.32,0.009
Zzz3,103.9,1.8,0.1,-4.19,-5.32,0.009
Gria3,157.8,0.2,0,-2.53,-6.25,0.009
Cnp,55.8,3.8,0.1,-5.27,-5.52,0.009
Fcf1,35.3,12.2,0,-7.93,-6.87,0.009
Ncl,87.3,6.3,0,-6.99,-6.59,0.009
Pkd1l3,19.1,35.5,0,-9.47,-7.05,0.009
Me1,552.6,467.5,0,-13.19,-7.28,0.009
Cela1,23.7,1.7,0,-5.14,-6.46,0.009
Cabyr,160.4,97.9,0,-10.94,-7.08,0.009
Akr1c19,47.2,30.7,0,-9.26,-7,0.009
H3f3b,204.6,403.8,0,-12.98,-7.24,0.009
Rbbp4,38.3,3.2,0,-6.01,-6.62,0.009
Galc,75.5,30.2,0,-9.24,-7.08,0.009
Xlr4c,31.3,188.8,0,-11.88,-7.15,0.009
Ppp4r2,290.6,11.3,0.4,-4.83,-4.99,0.009
Hmcn1,24.3,17.8,0,-8.48,-6.88,0.009
Col3a1,317.4,0.5,0,-3.52,-6.34,0.009
Cds2,79.6,7.5,0,-7.24,-6.74,0.009
Slc6a19,100.9,2.2,0.1,-3.9,-4.93,0.009
Tmem254c,229.8,0.3,0,-2.97,-6.39,0.009
Simc1,49.9,1.2,0,-4.66,-6.46,0.009
Ugcg,94.8,4.3,0.1,-4.85,-5.15,0.009
Dusp21,24.8,40.9,0,-9.68,-7.06,0.009
4930571K23Rik,130.7,1.4,0,-4.82,-6.49,0.009
Eif3j2,162.6,121.5,0,-11.25,-7.22,0.009
Neurl4,6.5,0.9,0,-4.31,-6.3,0.009
Sorbs2,100.3,2.4,0,-5.62,-6.47,0.009
Snx7,107.9,1.5,0,-4.93,-6.49,0.009
Gpr64,7.7,0.5,0,-3.34,-6.33,0.009
Cebpzos,102.6,0.9,0,-4.28,-6.39,0.009
Gabrb3,178.6,671.5,0,-13.71,-7.37,0.009
Shisa3,10.1,1.5,0,-5,-6.44,0.009
Wbp5,411.3,5.6,0.1,-5.22,-5.38,0.009
Golim4,155.2,0.3,0,-2.87,-6.25,0.009
Inpp4a,118.2,222.7,0,-12.12,-7.21,0.009
C2cd2,65,1.5,0,-4.99,-6.49,0.009
Tpp1,141.5,251.5,0,-12.3,-7.23,0.009
Bhlhb9,92.1,0.2,0,-2.48,-6.19,0.009
Luzp2,37.2,4.8,0,-6.59,-6.7,0.009
Eif3m,333.4,0.5,0,-3.35,-6.35,0.009
Slc25a32,50.1,0.1,0,-1.1,-6,0.009
Donson,97.7,3.8,0.1,-5.28,-5.53,0.009
Cebpz,146.2,2.8,0.1,-4.81,-5.56,0.009
Clic5,252.6,13.3,0.4,-5.05,-5.09,0.009
Fbxo3,245.6,3.5,0,-6.15,-6.64,0.009
Tmprss4,19.6,1.1,0,-4.53,-6.42,0.009
Sdf4,224.7,4.7,0,-6.57,-6.73,0.009
Fam102a,100,1.2,0.1,-3.64,-5.13,0.009
Pex5l,103.6,0.4,0,-3.2,-6.31,0.009
Six1,2.3,2.2,0,-5.5,-6.52,0.009
Zmat2,139.6,83,0,-10.7,-7.15,0.009
Gapvd1,97.6,63.4,0,-10.31,-7.15,0.009
Ddx6,68.2,1.3,0,-4.72,-6.5,0.009
Tmem135,165.5,0.6,0,-3.64,-6.33,0.009
Zfp937,43.7,2.2,0.1,-4.51,-5.3,0.009
Spcs2,273.8,104.8,0,-11.03,-7.11,0.009
Msi2,7.5,475.2,0,-13.21,-7.31,0.009
Trp53,22.2,6.2,0,-6.97,-6.68,0.009
Meiob,49,0.7,0,-3.96,-6.27,0.009
Rpl6,216.8,0.2,0,-2.48,-6.25,0.009
St7l,93.4,0.3,0,-2.95,-6.28,0.009
Kars,35.1,3133.8,0,-15.94,-7.31,0.009
Zfp942,46.4,69.2,0,-10.44,-7.11,0.009
Gm10639,15,120.7,0,-11.24,-7.13,0.009
Rab3c,15.6,1.7,0,-5.1,-6.36,0.009
Itfg1,289.6,6,0,-6.91,-6.74,0.009
Lypd4,237.8,0.5,0,-3.32,-6.35,0.009
Rpgrip1,123,401.2,0,-12.97,-7.14,0.009
4930503L19Rik,27,3,0,-5.92,-6.58,0.009
Atp5f1,137.5,0.8,0,-4.06,-6.43,0.009
Scfd1,142.3,0.2,0,-2.21,-6.29,0.009
Bbs5,63.1,16.6,0,-8.38,-6.82,0.009
Polr1d,28.4,123.4,0,-11.27,-7.07,0.009
Lnp,109.4,2.4,0.1,-4.05,-4.99,0.009
AA467197,209.6,1.6,0.1,-4.05,-5.27,0.009
42622,6.7,4.2,0,-6.4,-6.67,0.009
Olfml1,35.2,459.3,0,-13.17,-7.24,0.009
Smc4,347.1,11.6,0,-7.86,-6.88,0.009
Epb4.1l1,50.1,2.1,0,-5.4,-6.58,0.009
Rgs22,136.6,0.7,0,-3.87,-6.35,0.009
Vldlr,308.8,226,0,-12.14,-7.41,0.009
3110052M02Rik,49.5,78.1,0,-10.61,-7.18,0.009
Prrg3,77,2.3,0,-5.55,-6.54,0.009
Stbd1,35.5,3.4,0,-6.12,-6.62,0.009
Qrich1,215.6,0.2,0,-2.15,-6.19,0.009
Usp42,83.7,7.4,0,-7.22,-6.65,0.009
Gsk3b,135.8,2.2,0,-5.52,-6.64,0.009
Fam185a,59.6,3.7,0,-6.21,-6.62,0.009
Pdk1,56.4,222.4,0,-12.12,-7.24,0.009
Lepr,21,215.2,0,-12.07,-7.22,0.009
Bicd1,17.1,21.1,0,-8.73,-6.98,0.009
Tmed8,124.7,4.8,0.2,-4.26,-4.87,0.009
Pbld1,6,3.2,0,-6.03,-6.58,0.009
Smarcc2,40.1,2.3,0,-5.58,-6.54,0.009
Mospd2,123,196.1,0,-11.94,-7.22,0.009
Rbms3,110,29.8,0,-9.22,-7.04,0.009
Fam216a,65.7,0.3,0,-2.97,-6.23,0.009
Skap2,220,0.3,0,-2.87,-6.2,0.009
Gm2083,190.3,0.6,0,-3.76,-6.35,0.009
Frrs1,105.9,3.1,0,-5.98,-6.59,0.009
Snap23,259.4,1.6,0,-5.05,-6.53,0.009
9530068E07Rik,111.2,14.2,0,-8.16,-6.89,0.009
Tspan8,285.9,563.2,0,-13.46,-7.31,0.009
Morf4l2,331.2,1.3,0.1,-3.72,-5.32,0.009
Adam3,127.4,8.2,0,-7.37,-6.77,0.009
Tstd3,17,48.5,0,-9.92,-7.08,0.009
Ccdc127,284.5,3.7,0.1,-4.63,-5.25,0.009
Lrrcc1,218.6,34.7,0,-9.44,-7,0.009
Sptssb,53,163.1,0,-11.67,-7.16,0.009
Il1r2,17.5,0.5,0,-3.56,-6.25,0.009
Ids,164.7,0.7,0,-3.92,-6.42,0.009
Pfdn2,8.2,1.9,0,-5.26,-6.5,0.009
Tnfrsf21,70,1.3,0,-4.78,-6.51,0.009
Tmem165,71.9,145.6,0,-11.51,-7.17,0.009
Sgpp2,70.2,0.1,0,-1.8,-6.17,0.009
Capzb,160.4,2.6,0,-5.74,-6.58,0.009
Dip2a,95.6,47.7,0,-9.9,-7.09,0.009
D3Ertd751e,55.9,7.2,0,-7.18,-6.7,0.009
Pias2,373.7,82.1,0,-10.68,-7.04,0.009
Dnajc30,1.4,37,0,-9.53,-6.94,0.009
Kitl,217.2,1.9,0.1,-4.28,-5.39,0.009
Rybp,122.8,202.2,0,-11.98,-7.16,0.009
Ccdc71l,71.9,11.1,0,-7.8,-6.82,0.009
Pgap1,77.8,171.1,0,-11.74,-7.22,0.009
Parpbp,52.9,2,0,-5.33,-6.54,0.009
Ankfy1,169.7,0.5,0,-3.52,-6.38,0.009
Ssx2ip,122.1,0.5,0,-3.34,-6.25,0.009
Acadsb,133.7,2.8,0,-5.83,-6.56,0.009
Dusp18,13.5,203.5,0,-11.99,-7.22,0.009
Ddx25,176.5,0.5,0,-3.51,-6.3,0.009
Usp3,96.6,4.2,0,-6.41,-6.59,0.009
Plekhs1,83.1,25.7,0,-9.01,-7.05,0.009
Intu,36.8,1.3,0,-4.77,-6.49,0.009
Whsc1l1,61.4,0.3,0,-2.63,-6.21,0.009
Rrnad1,102.1,5.1,0,-6.68,-6.73,0.009
Pak1,186.8,60.4,0,-10.24,-7.14,0.009
Ephx1,135,141.5,0,-11.47,-7.2,0.009
Dhx57,7.6,152.8,0,-11.58,-7.09,0.009
Slc25a30,15.3,90.5,0,-10.82,-7.17,0.009
Gtf2a1,194.5,25.8,0,-9.01,-6.91,0.009
2410127L17Rik,96.8,3.5,0.1,-5.13,-5.5,0.009
Fam220a,78.5,6.8,0,-7.1,-6.73,0.009
Fam73a,116.5,206,0,-12.01,-7.16,0.009
Med28,51.7,10.4,0,-7.71,-6.76,0.009
Pde2a,44.7,78,0,-10.61,-7.09,0.009
Fbln5,160.6,715.3,0.1,-12.8,-7.06,0.009
Gpcpd1,226.9,31.1,0,-9.28,-6.96,0.009
Naip2,1.9,110.5,0,-11.11,-7.11,0.009
Dock10,95.3,1.9,0.1,-4.31,-5.44,0.009
Tor1b,98.8,451.4,0,-13.14,-7.31,0.009
Lpcat3,76.4,26.4,0,-9.04,-6.99,0.009
Vipas39,161.5,19,0,-8.57,-6.87,0.009
Gcc2,145.3,6.6,0.1,-5.48,-5.42,0.009
9030025P20Rik,254.6,259.7,0,-12.34,-7.28,0.009
Ccny,217.9,0.3,0,-2.63,-6.22,0.009
Dcaf13,127.7,1.4,0,-4.84,-6.51,0.009
Itsn2,94.2,8.9,0,-7.48,-6.81,0.009
Mtmr11,59.5,33.6,0,-9.4,-7,0.009
Ippk,46.6,5,0,-6.65,-6.65,0.009
Tax1bp3,149.8,3.6,0,-6.17,-6.63,0.009
Sord,58.2,139.1,0,-11.44,-7.21,0.009
4930523C07Rik,97.6,0.5,0,-3.52,-6.34,0.009
Abca9,21.5,25.1,0,-8.98,-6.9,0.009
Pdf,13.3,1.1,0,-4.51,-6.39,0.009
Wdr20rt,57.9,1.8,0,-5.22,-6.57,0.009
F13b,100.1,0.2,0,-2.21,-6.18,0.009
Eogt,32.2,8.1,0,-7.34,-6.74,0.009
Cdh5,12.7,3.8,0,-6.28,-6.67,0.009
Tspan7,45,1.7,0,-5.15,-6.44,0.009
Sh2b1,3,5.2,0,-6.72,-6.65,0.009
Kdm7a,139.3,103.1,0,-11.01,-7.24,0.009
Cdk4,26.5,15.3,0,-8.26,-6.95,0.009
Hmgn3,67.8,211.7,0,-12.05,-7.3,0.009
Ap4e1,4.4,2.2,0,-5.46,-6.57,0.009
Wdr43,76,15.4,0,-8.27,-6.89,0.009
2700089E24Rik,157,26.1,0,-9.03,-7.07,0.009
Olfr301,1.5,1.1,0,-4.49,-6.41,0.009
Fcrl1,11.3,1.8,0,-5.23,-6.48,0.009
Ash1l,38.5,0.9,0,-4.18,-6.36,0.009
Dmxl1,62.2,65.1,0,-10.35,-7.01,0.009
Gimap6,225.2,2.9,0.1,-4.32,-5.19,0.009
Hmgcs1,165.1,139,1.7,-6.31,-5.27,0.009
Klhl14,17.5,0.5,0,-3.52,-6.25,0.009
Cpeb4,128.6,1.4,0,-4.9,-6.44,0.009
Ldhal6b,111.6,0.5,0,-3.34,-6.19,0.009
Trmt1l,95.1,2.1,0,-5.44,-6.52,0.009
Ndufs4,129.1,3.7,0,-6.25,-6.76,0.009
Zfp266,115.3,311.9,0,-12.61,-7.28,0.009
Hspa9,338.9,144.8,0,-11.5,-7.27,0.009
Atpif1,27.1,2.5,0,-5.65,-6.48,0.009
Xlr4b,38.5,158.1,0,-11.63,-7.26,0.009
Zfp35,91.7,1.8,0,-5.2,-6.55,0.009
Prickle2,124.7,0.5,0,-3.52,-6.27,0.009
Ythdf3,209.9,7.2,0,-7.18,-6.67,0.009
Ube3a,234.1,3.6,0,-6.18,-6.7,0.009
Reg3g,23.5,1666.6,0,-15.02,-7.31,0.009
Tspan12,89.9,2.2,0.1,-4.5,-5.35,0.009
Zfp105,39.2,452.2,0,-13.14,-7.28,0.009
Cdk7,141.3,33.9,0,-9.41,-7.07,0.009
Adcy4,10.9,8.6,0,-7.44,-6.76,0.009
Ranbp3l,19.6,1.3,0,-4.73,-6.39,0.009
Fbxl5,276.3,0.6,0,-3.62,-6.51,0.009
Exosc4,1.3,136.7,0,-11.42,-7.18,0.009
Mtdh,137.7,35.8,0,-9.49,-6.94,0.009
Bdp1,45.6,3.9,0.1,-4.73,-5.23,0.009
Sulf2,13.3,35.7,0,-9.48,-7.02,0.009
Lrrc55,12.8,4.1,0,-6.36,-6.58,0.009
Cep192,41,0.9,0,-4.18,-6.32,0.009
Glrx,128.8,26,0,-9.03,-6.96,0.009
Aass,298.6,1.1,0,-4.48,-6.52,0.009
Hook1,301,8.2,0.1,-5.78,-5.53,0.009
Atg101,1.6,0.6,0,-3.76,-6.29,0.009
Acer2,214.5,62,0,-10.28,-7.12,0.009
Gabra4,66.3,2.8,0,-5.84,-6.64,0.009
Cnbp,330.1,161.2,0,-11.65,-7.14,0.009
Tsr1,166.5,0.4,0,-3.01,-6.3,0.009
Rufy2,144,70.5,0,-10.46,-7.08,0.009
Dysf,15.4,84.2,0,-10.72,-6.99,0.009
Vasp,27.5,0.9,0,-4.18,-6.36,0.009
Ackr1,6.1,3.9,0,-6.32,-6.67,0.009
Fbrsl1,19.8,82.5,0,-10.69,-7.27,0.009
Srsf4,1.4,2.7,0,-5.78,-6.48,0.009
1810026J23Rik,153.4,2.7,0.1,-4.79,-5.52,0.009
Sorcs1,13.5,1.3,0,-4.8,-6.39,0.009
Bnip3,81.3,1.2,0,-4.66,-6.48,0.009
Stk17b,166,48.3,0,-9.92,-7.06,0.009
Tespa1,42.4,2.5,0,-5.65,-6.57,0.009
Tcam1,41.2,416,0,-13.02,-7.33,0.009
Dynlt1c,17.9,0.9,0,-4.27,-6.41,0.009
Psg28,0.5,1.4,0,-4.83,-6.54,0.009
Rfesd,50.5,0.2,0,-2.53,-6.2,0.009
Fah,116.2,0.6,0,-3.64,-6.33,0.009
Tmem214,5.3,0.8,0,-4.1,-6.49,0.009
Mtfp1,11.9,186.1,0,-11.86,-7.18,0.009
Rnf139,463.6,267.1,0,-12.38,-7.3,0.009
Nrd1,123,118.6,0,-11.21,-7.24,0.009
