prey,Base,Vec,Rab5GDP,Rab5GTP,Enr_GDP,Enr_GTP,sEnr_GDP,sEnr_GTP,p_GDP_Vec,p_GTP_Vec,p_GTP_GDP,p_GDP_GTP,p_GDP,p_GTP
Hivep1,6,0,0.1,0,1.26,0,-1.6,-3.68,0.078,0,0.099,0.901,0.07,0
Spata16,244,0.1,0.2,0.1,0.57,-0.48,-1.85,-3.55,0.035,0,0.116,0.884,0.031,0
Adarb1,21.4,0.1,0,0,-1.8,-1.8,-2.11,-3.75,0.024,0,0.142,0.858,0.02,0
Asrgl1,163,515.3,0.1,0,-12.07,-13.33,-2.23,-3.87,0.02,0,0.156,0.844,0.017,0
Serpina5,71.2,218.5,0,0.1,-12.09,-10.77,-2.2,-3.89,0.023,0,0.159,0.841,0.019,0
Atp2c1,167,56.2,0.2,0.1,-7.76,-8.81,-2.19,-3.86,0.022,0,0.159,0.841,0.019,0
Ube2i,90.9,297.8,0.1,0.3,-10.62,-9.73,-2.21,-3.89,0.02,0,0.149,0.851,0.017,0
Atp1a2,113.9,46.5,0.3,0,-6.86,-9.86,-2.19,-3.91,0.02,0,0.142,0.858,0.017,0
Jarid2,53.3,3,0,0,-5.91,-5.91,-2.21,-3.81,0.016,0,0.156,0.844,0.013,0
Sec24c,163.2,2.1,0.2,0.2,-3.04,-3.41,-2.05,-3.63,0.022,0,0.142,0.858,0.019,0
Zfp708,16.9,0,0.1,0,1.26,0,-1.69,-3.72,0.052,0,0.095,0.905,0.047,0
Mad2l1,76.4,25.2,0,0,-8.98,-8.98,-2.21,-3.85,0.019,0,0.157,0.843,0.016,0
Ikzf1,65,20.3,0,0,-8.67,-8.67,-2.22,-3.88,0.022,0,0.161,0.839,0.018,0
Tbpl1,263.2,0.1,0.5,0.1,1.63,-0.48,-1.7,-3.65,0.035,0,0.093,0.907,0.032,0
Aaas,15.7,0,0.1,0,1.26,0,-1.75,-3.76,0.045,0,0.096,0.904,0.041,0
Ednrb,62.6,269.8,0.1,0,-10.47,-12.4,-2.21,-3.92,0.019,0,0.143,0.857,0.016,0
Nckap1l,71.4,10.3,0,0.2,-7.7,-5.7,-2.25,-3.73,0.02,0,0.178,0.822,0.016,0
Eif2b5,32.8,0,0.1,0,1.26,0,-1.74,-3.73,0.049,0,0.103,0.897,0.044,0
Lamb1,102.5,0.1,0.1,0,-0.45,-1.72,-1.87,-3.79,0.032,0,0.108,0.892,0.029,0
Sdccag3,120.2,0.2,0.1,0.1,-0.41,-1.01,-1.93,-3.52,0.025,0,0.138,0.862,0.021,0
Abcc4,63.2,11.5,0.2,0,-5.47,-7.85,-2.12,-3.86,0.02,0,0.131,0.869,0.017,0
Slc22a15,28.7,0,0.1,0,1.26,0,-1.76,-3.71,0.043,0,0.103,0.897,0.038,0
Champ1,54.6,0.5,0,0,-3.52,-3.52,-2.17,-3.81,0.021,0,0.155,0.845,0.018,0
Arhgap31,182.2,155.8,0.2,0.1,-9.23,-10.28,-2.21,-3.89,0.018,0,0.155,0.845,0.015,0
Psmb4,31.4,0.1,0.1,0,0.16,-1.1,-1.84,-3.71,0.039,0,0.108,0.892,0.035,0
Clvs1,53,6.5,0.1,0,-5.77,-7.03,-2.15,-3.83,0.018,0,0.138,0.862,0.015,0
Zfp101,32.7,18.4,0,0,-8.53,-8.53,-2.24,-3.85,0.019,0,0.159,0.841,0.016,0
Mup21,8.1,0,0.1,0,1.26,0,-1.66,-3.69,0.054,0,0.092,0.908,0.049,0
Rasal2,50.1,0,0.1,0,1.26,0,-1.72,-3.71,0.053,0,0.098,0.902,0.048,0
Rsph3b,59.7,0,0.1,0,1.26,0,-1.74,-3.72,0.046,0,0.104,0.896,0.041,0
Hps3,67.5,0,0.1,0,1.26,0,-1.73,-3.71,0.052,0,0.105,0.895,0.047,0
Arid4b,124.6,182.5,0.5,0.1,-8.4,-10.51,-2.23,-3.88,0.021,0,0.158,0.842,0.018,0
Stx2,25.2,0.3,0,0,-2.67,-2.67,-2.15,-3.75,0.019,0,0.152,0.848,0.016,0
Fam84a,113.1,0.4,0.1,0,-1.78,-3.05,-2.03,-3.79,0.021,0,0.127,0.873,0.018,0
Lrrn1,28.6,68,0,0,-10.41,-10.41,-2.24,-3.89,0.02,0,0.157,0.843,0.017,0
Ctnnd2,52.6,0.1,0,0,-1.1,-1.1,-2.1,-3.68,0.024,0,0.154,0.846,0.02,0
Egfl6,21.2,0.4,0,0,-3.29,-3.29,-2.15,-3.78,0.018,0,0.151,0.849,0.015,0
Dynll1,32.4,0,0.1,0,1.92,0,-1.59,-3.78,0.07,0,0.088,0.912,0.064,0
Fam103a1,474,61.6,1.1,0.7,-5.72,-6.41,-2.15,-3.78,0.018,0,0.148,0.852,0.015,0
Snrk,107.9,2.8,0.2,0.1,-3.48,-4.53,-2.11,-3.72,0.024,0,0.148,0.852,0.021,0
Ankrd44,114.4,365.6,0.1,0,-10.91,-12.84,-2.22,-3.89,0.02,0,0.154,0.846,0.017,0
Lrrfip1,104.6,12.5,0.1,0,-6.04,-7.97,-2.15,-3.88,0.02,0,0.14,0.86,0.018,0
Dlat,141,68.9,0.3,0.2,-7.43,-7.97,-2.19,-3.84,0.023,0,0.151,0.849,0.02,0
Gemin4,25.6,0.5,0.1,0,-2.29,-3.55,-1.98,-3.81,0.023,0,0.114,0.886,0.02,0
Sestd1,195.8,1.2,0.3,0.2,-1.93,-2.19,-2.02,-3.52,0.02,0,0.147,0.853,0.017,0
Dkk2,54,3.4,0.1,0,-4.2,-6.12,-2.07,-3.8,0.022,0,0.128,0.872,0.019,0
Gm12942,64.3,43.1,0.1,0,-7.83,-9.75,-2.22,-3.87,0.018,0,0.157,0.843,0.016,0
Sri,67.1,0.1,0.1,0,0.03,-1.23,-1.86,-3.73,0.035,0,0.112,0.888,0.031,0
Got1l1,86.5,0.2,0,0,-2.53,-2.53,-2.14,-3.79,0.023,0,0.15,0.85,0.019,0
Myo5b,127.6,0,0.3,0,2.72,0,-1.61,-3.82,0.067,0,0.087,0.913,0.061,0
Gphn,99.2,21.1,0,0.2,-8.72,-6.72,-2.24,-3.77,0.016,0,0.162,0.838,0.014,0
Unc93a,3.1,2.4,0,0,-5.63,-5.63,-2.23,-3.83,0.02,0,0.163,0.837,0.017,0
Pdik1l,34.1,0.1,0,0,-1.1,-1.1,-2.09,-3.72,0.023,0,0.143,0.857,0.02,0
Mfhas1,52.6,7.9,0,0,-7.32,-7.32,-2.21,-3.87,0.017,0,0.14,0.86,0.014,0
Klhl22,9.2,17,0.1,0,-7.15,-8.42,-2.19,-3.88,0.019,0,0.15,0.85,0.016,0
Rap1b,299.9,24.2,0.2,0.8,-6.55,-4.92,-2.19,-3.67,0.017,0,0.169,0.831,0.014,0
Ranbp3l,30.4,1.3,0,0,-4.73,-4.73,-2.2,-3.82,0.022,0,0.159,0.841,0.018,0
Phf12,11.3,121.5,0,0,-11.25,-11.25,-2.24,-3.89,0.02,0,0.157,0.843,0.017,0
Slc35b3,35.6,0,0.2,0,2.38,0,-1.5,-3.76,0.082,0,0.08,0.92,0.075,0
Mllt11,55,2.1,0,0,-5.41,-5.41,-2.2,-3.83,0.021,0,0.156,0.844,0.018,0
Nip7,119.3,0.1,0.3,0.1,1.49,0.09,-1.78,-3.59,0.042,0,0.108,0.892,0.038,0
Alx1,24,0.8,0,0,-4.09,-4.09,-2.21,-3.79,0.016,0,0.16,0.84,0.014,0
Prkcq,95,0.1,0.1,0,-0.54,-1.8,-1.9,-3.76,0.027,0,0.104,0.896,0.024,0
Bnc2,2.7,0.1,0,0,-1.1,-1.1,-2.07,-3.71,0.026,0,0.147,0.853,0.022,0
Slc30a9,40.3,0,0.2,0.1,2.38,1.32,-1.73,-3.49,0.047,0,0.112,0.888,0.042,0
Atmin,82.6,1,0.1,0.2,-2.51,-2.43,-2.07,-3.52,0.024,0,0.16,0.84,0.02,0
Mff,359.8,76.8,1.5,0.4,-5.6,-7.5,-2.14,-3.81,0.019,0,0.132,0.868,0.016,0
Mkrn2os,36.7,0,0.2,0,2.38,0,-1.55,-3.79,0.08,0,0.079,0.921,0.073,0
P2ry1,3.7,4.6,0,0,-6.53,-6.53,-2.19,-3.82,0.023,0,0.155,0.845,0.019,0
Aifm3,10.6,3.9,0,0,-6.3,-6.3,-2.16,-3.79,0.024,0,0.16,0.84,0.02,0
Gatc,9.2,1770.9,0,0,-15.11,-15.11,-2.21,-3.87,0.023,0,0.153,0.847,0.02,0
Nr2c2ap,1.8,0.1,0,0,-1.1,-1.1,-2.06,-3.66,0.021,0,0.151,0.849,0.018,0
Phka1,48.3,23,0.2,0,-6.47,-8.85,-2.14,-3.91,0.019,0,0.134,0.866,0.016,0
Ssr4,36.6,12.1,0,0,-7.92,-7.92,-2.24,-3.89,0.021,0,0.144,0.856,0.018,0
Ptpdc1,37.5,0.7,0,0.1,-3.99,-2.66,-2.17,-3.57,0.019,0,0.187,0.813,0.016,0
Fam98a,155.8,13.9,0.2,0,-5.75,-8.13,-2.1,-3.88,0.022,0,0.134,0.866,0.019,0
Sgms1,147.3,0.1,0,0,-1.1,-1.1,-2.1,-3.76,0.022,0,0.14,0.86,0.019,0
Kif1c,60.1,14.9,0,0,-8.22,-8.22,-2.24,-3.87,0.019,0,0.158,0.842,0.016,0
Tax1bp1,385.9,139.1,5.6,10.4,-4.62,-3.73,-2.12,-3.52,0.021,0,0.177,0.823,0.017,0
Nup160,76.4,0,0.2,0,2.38,0,-1.6,-3.75,0.068,0,0.088,0.912,0.062,0
Siglecf,1.9,78.7,0,0,-10.62,-10.62,-2.23,-3.87,0.017,0,0.153,0.847,0.015,0
Rpl30,39.7,1.1,0,0,-4.58,-4.58,-2.2,-3.8,0.018,0,0.166,0.834,0.015,0
Kif3b,155.5,126.7,0.2,0.2,-8.93,-9.31,-2.21,-3.84,0.018,0,0.15,0.85,0.015,0
Sap18,19,1.8,0.1,0,-3.93,-5.19,-2.11,-3.82,0.018,0,0.137,0.863,0.015,0
Slc25a25,18.8,13.5,0,0,-8.08,-8.08,-2.23,-3.83,0.019,0,0.152,0.848,0.016,0
Itgad,29.3,2.2,0,0,-5.47,-5.47,-2.16,-3.86,0.017,0,0.144,0.856,0.014,0
Pfn1,19.4,21.5,0,0,-8.75,-8.75,-2.23,-3.88,0.021,0,0.159,0.841,0.018,0
Cnst,98.9,0.3,0.2,0.2,-0.5,-0.87,-1.96,-3.5,0.026,0,0.148,0.852,0.022,0
Eif4g2,873.8,283.5,1.6,2.5,-7.42,-6.81,-2.17,-3.77,0.017,0,0.149,0.851,0.015,0
9930021J03Rik,33.5,0,0.1,0,1.26,0,-1.74,-3.74,0.047,0,0.101,0.899,0.042,0
Xiap,225.6,8.4,0.3,0.2,-4.68,-4.93,-2.11,-3.69,0.019,0,0.145,0.855,0.016,0
Coasy,18.7,0.1,0,0,-1.1,-1.1,-2.11,-3.71,0.024,0,0.155,0.845,0.02,0
A130010J15Rik,14.9,6.5,0,0,-7.04,-7.04,-2.2,-3.85,0.022,0,0.154,0.846,0.018,0
Pja2,358.5,46.1,0.6,0.7,-6.09,-5.99,-2.16,-3.73,0.022,0,0.166,0.834,0.018,0
Prpf38a,190.3,6.3,0.1,0.2,-5.05,-4.52,-2.16,-3.65,0.019,0,0.161,0.839,0.016,0
Tmem69,20.2,0.1,0,0,-1.72,-1.72,-2.12,-3.71,0.021,0,0.148,0.852,0.018,0
Ssr1,206.1,21.5,0.3,0.6,-5.75,-5.05,-2.16,-3.69,0.017,0,0.166,0.834,0.014,0
Spata18,14.6,0,0.1,0,1.92,0,-1.56,-3.79,0.074,0,0.072,0.928,0.068,0
Baz2a,22.7,11.7,0.1,0,-6.61,-7.87,-2.21,-3.86,0.02,0,0.159,0.841,0.017,0
Lyz1,18.2,12.5,0,0,-7.97,-7.97,-2.18,-3.88,0.023,0,0.137,0.863,0.02,0
Hsbp1,161,1.2,0.2,0.1,-2.21,-3.26,-2,-3.7,0.025,0,0.129,0.871,0.022,0
Morn5,104.5,10.2,0.2,0.1,-5.31,-6.36,-2.13,-3.8,0.018,0,0.137,0.863,0.015,0
Mafb,22.2,0.1,0,0,-1.23,-1.23,-2.08,-3.73,0.021,0,0.139,0.861,0.018,0
Slc25a16,86.9,34.6,0,0,-9.44,-9.44,-2.23,-3.89,0.022,0,0.159,0.841,0.019,0
Nabp1,101.3,0.6,0.2,0.2,-1.39,-1.76,-1.97,-3.55,0.024,0,0.144,0.856,0.021,0
Pdrg1,22.8,0,0.1,0,1.26,0,-1.66,-3.72,0.054,0,0.098,0.902,0.049,0
Rapgef1,54.3,0.1,0.1,0,0.03,-1.23,-1.82,-3.74,0.038,0,0.109,0.891,0.034,0
Gm595,7.7,0,0.1,0,1.26,0,-1.7,-3.7,0.058,0,0.1,0.9,0.052,0
Rac1,436.2,853.2,0.7,0.7,-10.15,-10.2,-2.22,-3.85,0.02,0,0.163,0.837,0.016,0
Clasp1,12.1,0.5,0,0.1,-3.34,-2.02,-2.19,-3.57,0.019,0,0.189,0.811,0.016,0
Ss18,136.6,89.7,0.1,0.7,-8.89,-6.95,-2.23,-3.76,0.019,0,0.166,0.834,0.016,0
B3galnt2,140.8,35.1,0.1,0.2,-7.53,-7.45,-2.18,-3.81,0.018,0,0.16,0.84,0.015,0
Echs1,121.5,63.9,0.2,0,-7.94,-10.32,-2.19,-3.91,0.021,0,0.153,0.847,0.018,0
Cdk4,19.8,15.3,0,0,-8.26,-8.26,-2.23,-3.84,0.021,0,0.162,0.838,0.018,0
Myb,51.3,1.4,0.1,0,-2.98,-4.91,-2,-3.82,0.024,0,0.116,0.884,0.021,0
Rgs22,158.7,0.7,0.1,0,-2.6,-3.87,-2.03,-3.8,0.024,0,0.126,0.874,0.021,0
Skp1a,301.9,13.7,0.5,0.1,-4.67,-6.78,-2.08,-3.83,0.02,0,0.122,0.878,0.017,0
Lbr,97.7,4.1,0.3,0,-3.66,-6.38,-2.03,-3.87,0.026,0,0.121,0.879,0.023,0
Vldlr,304,226,1,0.1,-7.78,-10.82,-2.22,-3.92,0.022,0,0.154,0.846,0.019,0
Tssc1,17.6,0,0.1,0,1.26,0,-1.71,-3.73,0.05,0,0.096,0.904,0.046,0
Ypel5,194.3,9.5,0.1,0.4,-5.66,-4.49,-2.17,-3.64,0.015,0,0.174,0.826,0.013,0
Fam92a,81,0.1,0.1,0,-0.45,-1.72,-1.87,-3.77,0.03,0,0.106,0.894,0.027,0
Tpi1,95.6,16.9,0.1,0,-6.48,-8.4,-2.16,-3.85,0.02,0,0.141,0.859,0.017,0
Rpusd4,22,0,0.1,0,1.92,0,-1.63,-3.73,0.055,0,0.085,0.915,0.051,0
Igf1,203.8,22.6,0.1,0.3,-6.9,-6.01,-2.19,-3.71,0.017,0,0.168,0.832,0.014,0
Synj1,244.3,0.1,0.3,0,1.62,-1.1,-1.68,-3.78,0.046,0,0.082,0.918,0.043,0
Tubd1,75.1,0.1,0,0,-1.23,-1.23,-2.07,-3.72,0.025,0,0.147,0.853,0.021,0
Ift46,176.1,76.8,0.1,0.1,-8.66,-9.26,-2.23,-3.82,0.022,0,0.167,0.833,0.018,0
Polr3d,9.5,0,0.1,0,1.26,0,-1.69,-3.7,0.057,0,0.098,0.902,0.051,0
Ube2t,12.8,0.1,0,0,-1.1,-1.1,-2.08,-3.69,0.021,0,0.138,0.862,0.018,0
Ino80d,107,290.7,0.2,0,-10.13,-12.51,-2.21,-3.87,0.019,0,0.141,0.859,0.017,0
Abhd10,32.7,0.1,0.1,0,0.69,-1.23,-1.69,-3.74,0.045,0,0.081,0.919,0.041,0
Ifnar1,38.2,22.5,0.1,0,-6.89,-8.81,-2.18,-3.86,0.023,0,0.156,0.844,0.019,0
Prlr,75.1,0.2,0.2,0,-0.15,-2.53,-1.83,-3.83,0.041,0,0.098,0.902,0.037,0
Adcy6,21.2,0,0.1,0,1.26,0,-1.67,-3.73,0.05,0,0.093,0.907,0.045,0
Nmi,279.2,79,0.6,0.2,-6.86,-8.62,-2.18,-3.83,0.02,0,0.145,0.855,0.017,0
Sh3bp5,45.4,9.1,0.2,0,-5.14,-7.51,-2.12,-3.84,0.021,0,0.137,0.863,0.018,0
Recql,73.8,0.1,0.1,0,0.69,-1.23,-1.75,-3.77,0.047,0,0.092,0.908,0.042,0
Tcf7l2,31.6,0.1,0,0,-1.88,-1.88,-2.12,-3.72,0.024,0,0.154,0.846,0.021,0
Asic2,8.6,0,0.1,0,1.26,0,-1.66,-3.72,0.06,0,0.091,0.909,0.054,0
H2afz,160,259.3,0.1,0.4,-11.08,-9.25,-2.23,-3.81,0.019,0,0.17,0.83,0.016,0
Vps41,52.8,0,0.1,0,1.26,0,-1.78,-3.73,0.043,0,0.099,0.901,0.039,0
Coq10a,31.5,2.2,0,0,-5.5,-5.5,-2.2,-3.82,0.023,0,0.162,0.838,0.019,0
Fgf14,24.9,0.1,0,0,-1.23,-1.23,-2.12,-3.7,0.023,0,0.155,0.845,0.02,0
Dcaf12l1,73.7,0,0.1,0,1.26,0,-1.74,-3.73,0.052,0,0.102,0.898,0.047,0
Dennd2d,64.7,3.6,0,0.1,-6.19,-4.87,-2.19,-3.71,0.021,0,0.168,0.832,0.018,0
4933415F23Rik,182.8,109.2,0.3,0.2,-8.09,-8.63,-2.18,-3.85,0.018,0,0.141,0.859,0.016,0
Csrnp3,47.9,0,0.1,0,1.92,0,-1.65,-3.77,0.054,0,0.084,0.916,0.049,0
Lrrc34,257.1,0.6,0.6,0.1,-0.08,-2.37,-1.81,-3.68,0.034,0,0.11,0.89,0.03,0
Lrp2,406.2,2.4,0.8,0.3,-1.56,-2.78,-2.01,-3.61,0.02,0,0.136,0.864,0.017,0
Igfbp7,47.3,0,0.1,0,1.26,0,-1.78,-3.73,0.04,0,0.104,0.896,0.036,0
Ankrd42,103.5,7.8,0.2,0,-4.92,-7.29,-2.15,-3.83,0.019,0,0.132,0.868,0.016,0
Sorbs2,100.1,2.4,0,0,-5.62,-5.62,-2.2,-3.79,0.02,0,0.158,0.842,0.017,0
Cd36,317.8,21.7,0.6,0.7,-5.16,-4.9,-2.12,-3.66,0.021,0,0.156,0.844,0.018,0
Cd209c,66,0,0.1,0,1.26,0,-1.72,-3.74,0.053,0,0.101,0.899,0.048,0
4930503L19Rik,27.9,3,0.1,0,-4.66,-5.92,-2.1,-3.86,0.025,0,0.136,0.864,0.022,0
Dnah1,51.3,0.1,0.1,0,0.03,-1.23,-1.83,-3.72,0.041,0,0.113,0.887,0.036,0
Sla,43.9,0.1,0.1,0,0.03,-1.23,-1.82,-3.75,0.037,0,0.103,0.897,0.033,0
Rnf214,74.2,0.1,0.2,0.1,1.15,0.09,-1.83,-3.51,0.033,0,0.112,0.888,0.03,0
Magt1,75.1,2.3,0.1,0,-3.62,-5.55,-2.06,-3.8,0.018,0,0.126,0.874,0.015,0
Emg1,43.3,63.7,0.1,0,-9.06,-10.32,-2.23,-3.87,0.022,0,0.166,0.834,0.018,0
Mier3,149.1,5.9,0.1,0,-5.64,-6.9,-2.17,-3.84,0.019,0,0.146,0.854,0.016,0
Chd6,158.4,67.7,0.3,0.1,-7.68,-9.08,-2.23,-3.82,0.018,0,0.154,0.846,0.015,0
Ssfa2,169.6,4.6,0.1,0,-5.29,-6.55,-2.13,-3.86,0.018,0,0.137,0.863,0.016,0
Ube2k,122.4,31.8,0.2,0,-6.94,-9.32,-2.19,-3.85,0.016,0,0.147,0.853,0.014,0
Zfhx3,23.8,26,0,0.1,-9.03,-7.7,-2.24,-3.84,0.021,0,0.165,0.835,0.018,0
Tmco5,293.1,6.9,0.3,0.4,-4.11,-4.02,-2.12,-3.64,0.019,0,0.167,0.833,0.016,0
Pes1,53.6,0.1,3,0.5,4.83,2.23,-1.34,-3.35,0.1,0,0.069,0.931,0.093,0
Mfap3l,236,137,0.2,0.2,-9.04,-9.42,-2.23,-3.82,0.015,0,0.153,0.847,0.013,0
Smug1,35.8,0.1,0,0,-1.1,-1.1,-2.08,-3.71,0.023,0,0.137,0.863,0.02,0
Zc3h14,521.1,146.5,0.5,0.5,-8.09,-8.19,-2.18,-3.84,0.02,0,0.15,0.85,0.017,0
Rmi1,110.4,7.2,0,0.1,-7.18,-5.86,-2.2,-3.76,0.022,0,0.172,0.828,0.018,0
Chmp1a,22.7,146.9,0,0,-11.52,-11.52,-2.23,-3.88,0.022,0,0.159,0.841,0.019,0
Ppp3r2,208.9,8.4,0.1,0,-5.47,-7.4,-2.14,-3.86,0.018,0,0.137,0.863,0.016,0
Yod1,65.7,31.4,0,0,-9.3,-9.3,-2.2,-3.89,0.022,0,0.146,0.854,0.019,0
Cenpq,188.3,2,0.1,0,-3.45,-5.37,-2.04,-3.84,0.023,0,0.122,0.878,0.02,0
Pla2g7,161.9,0.2,0.1,0.1,-0.65,-1.26,-1.96,-3.56,0.026,0,0.142,0.858,0.022,0
Med12l,71.7,0,0.1,0,1.26,0,-1.74,-3.72,0.045,0,0.096,0.904,0.041,0
Aspa,427.7,631.2,0.3,0.5,-10.63,-10.1,-2.24,-3.88,0.02,0,0.158,0.842,0.016,0
Rsrp1,226.2,105.3,0.2,0.5,-8.66,-7.72,-2.21,-3.83,0.017,0,0.154,0.846,0.015,0
Arhgap15,101.1,66,0.1,0.2,-9.1,-8.36,-2.22,-3.83,0.019,0,0.164,0.836,0.016,0
Atraid,39.7,0.2,0,0,-2.33,-2.33,-2.15,-3.75,0.016,0,0.151,0.849,0.014,0
Cgnl1,168.5,15.4,0.1,0,-6.35,-8.27,-2.15,-3.9,0.016,0,0.14,0.86,0.014,0
Lin52,102.1,0,0.5,0,3.43,0,-1.5,-3.78,0.093,0,0.077,0.923,0.086,0
Tom1l1,56.5,0.2,0.1,0,-0.89,-2.15,-1.93,-3.75,0.033,0,0.113,0.887,0.029,0
Gpr85,28.4,19.7,0,0,-8.62,-8.62,-2.2,-3.87,0.017,0,0.148,0.852,0.015,0
Cd247,38.1,2.6,0,0,-5.72,-5.72,-2.23,-3.84,0.018,0,0.158,0.842,0.015,0
Fchsd2,83.3,0.1,0.1,0,0.82,-1.1,-1.77,-3.77,0.042,0,0.095,0.905,0.038,0
P4hb,109.6,0,0.1,0,1.92,0,-1.69,-3.78,0.061,0,0.092,0.908,0.055,0
9430020K01Rik,206.1,48.5,0.5,0.8,-6.49,-5.92,-2.21,-3.73,0.018,0,0.16,0.84,0.015,0
Mmadhc,285.8,7.4,0.2,0.3,-4.85,-4.41,-2.14,-3.66,0.021,0,0.163,0.837,0.018,0
Tyw5,146.1,8.6,0,0.2,-7.43,-5.42,-2.2,-3.7,0.02,0,0.167,0.833,0.017,0
Srpk1,30,0.1,0,0,-1.23,-1.23,-2.09,-3.72,0.024,0,0.156,0.844,0.02,0
F830016B08Rik,4.6,0,0.1,0,1.26,0,-1.7,-3.71,0.054,0,0.097,0.903,0.049,0
Amd2,386,10.7,1,0.2,-3.29,-5.74,-2.04,-3.77,0.023,0,0.125,0.875,0.02,0
Kcnj16,141.9,483,0.2,0.2,-10.86,-11.24,-2.21,-3.88,0.02,0,0.148,0.852,0.017,0
H2afv,20.2,3.7,0,0,-6.23,-6.23,-2.2,-3.83,0.017,0,0.152,0.848,0.014,0
Tnip3,28.5,8.9,0,0,-7.48,-7.48,-2.22,-3.85,0.02,0,0.149,0.851,0.017,0
Gmppb,5.6,0,0.1,0,1.26,0,-1.65,-3.72,0.062,0,0.09,0.91,0.057,0
Tnnt3,10.8,0.6,0,0,-3.71,-3.71,-2.15,-3.79,0.021,0,0.15,0.85,0.018,0
Jade1,200,80.2,0.2,0.5,-8.27,-7.32,-2.21,-3.82,0.02,0,0.157,0.843,0.017,0
Hopx,3.7,0,0.1,0,1.26,0,-1.66,-3.71,0.055,0,0.094,0.906,0.05,0
Pappa,20,35.7,0,0,-9.48,-9.48,-2.19,-3.85,0.019,0,0.15,0.85,0.016,0
Ctnnd1,234.9,163.6,0.3,0.3,-8.68,-8.87,-2.23,-3.85,0.02,0,0.151,0.849,0.017,0
Ephx1,141.4,141.5,0.2,0.2,-9.09,-9.01,-2.2,-3.87,0.021,0,0.147,0.853,0.018,0
Tmem45b,123.2,0.2,0,0,-2.33,-2.33,-2.15,-3.74,0.02,0,0.151,0.849,0.017,0
Cops7a,53.3,0.1,0.1,0,0.16,-1.1,-1.85,-3.74,0.038,0,0.117,0.883,0.033,0
Klhdc9,6,10.1,0,0,-7.66,-7.66,-2.21,-3.84,0.024,0,0.159,0.841,0.02,0
Rpl18a,19.8,0,0.1,0,1.26,0,-1.73,-3.73,0.051,0,0.101,0.899,0.046,0
Ifit2,71.5,387.2,0.2,0.1,-10.54,-11.6,-2.18,-3.85,0.018,0,0.147,0.853,0.015,0
Mybph,2,32.9,0,0,-9.36,-9.36,-2.2,-3.87,0.02,0,0.146,0.854,0.017,0
Tph2,16.4,0,0.1,0,1.26,0,-1.68,-3.74,0.05,0,0.093,0.907,0.045,0
Chac2,176.7,0.2,0.1,0,-0.29,-2.21,-1.84,-3.76,0.034,0,0.103,0.897,0.03,0
Tdrd7,42.3,0,0.1,0,1.26,0,-1.76,-3.76,0.046,0,0.096,0.904,0.042,0
Rpl22l1,74.2,1.5,0.1,0,-3.04,-4.96,-1.99,-3.82,0.025,0,0.124,0.876,0.022,0
R3hdm2,7,11.4,0,0,-7.84,-7.84,-2.22,-3.89,0.022,0,0.154,0.846,0.019,0
F2,1.7,0,0.1,0,1.26,0,-1.63,-3.69,0.063,0,0.086,0.914,0.058,0
Smurf2,66.6,6.7,0,0,-7.09,-7.09,-2.25,-3.84,0.021,0,0.165,0.835,0.017,0
Pkn2,140.2,203.3,0.3,0.5,-9.27,-8.67,-2.21,-3.85,0.017,0,0.148,0.852,0.014,0
Tktl1,5.6,0,0.1,0,1.26,0,-1.59,-3.73,0.075,0,0.09,0.91,0.068,0
Sp3,110.3,2.8,0.2,0,-3.46,-5.83,-2.06,-3.83,0.019,0,0.127,0.873,0.016,0
Tssk3,26.3,0.1,0,0,-1.1,-1.1,-2.07,-3.73,0.029,0,0.146,0.854,0.025,0
Ncl,98.3,6.3,0.1,0,-5.06,-6.99,-2.12,-3.85,0.022,0,0.136,0.864,0.019,0
Garnl3,5.3,29.6,0,0,-9.21,-9.21,-2.24,-3.87,0.021,0,0.153,0.847,0.018,0
Arpc5,291.4,224.7,0.2,0.5,-9.76,-8.81,-2.21,-3.88,0.022,0,0.163,0.837,0.018,0
Prep,3.7,6.6,0,0,-7.05,-7.05,-2.18,-3.86,0.019,0,0.145,0.855,0.016,0
Atp5f1,153.1,0.8,0.1,0,-2.14,-4.06,-1.97,-3.81,0.028,0,0.118,0.882,0.025,0
Otulin,52.3,0.5,0,0,-3.34,-3.34,-2.17,-3.8,0.018,0,0.154,0.846,0.015,0
Rpl22,140.2,4.6,0.3,0.1,-3.55,-5.23,-2.07,-3.79,0.019,0,0.129,0.871,0.016,0
Cwc22,24.3,0.2,0,0,-2.48,-2.48,-2.14,-3.71,0.022,0,0.16,0.84,0.019,0
Mecom,89,0.1,0.1,0,0.69,-1.23,-1.71,-3.79,0.051,0,0.085,0.915,0.046,0
Gla,33.6,11.3,0,0,-7.82,-7.82,-2.21,-3.86,0.022,0,0.155,0.845,0.018,0
Evi5,241.6,21.3,0.1,0,-6.81,-8.73,-2.19,-3.85,0.019,0,0.146,0.854,0.016,0
Gabrg2,139.8,39.6,0,0.2,-9.63,-7.63,-2.24,-3.84,0.021,0,0.163,0.837,0.017,0
Dpp9,1,0,0.1,0,1.26,0,-1.65,-3.71,0.063,0,0.09,0.91,0.058,0
Taldo1,34.4,0,0.1,0,1.26,0,-1.74,-3.7,0.053,0,0.102,0.898,0.047,0
Trim43c,1.8,0,0.1,0,1.26,0,-1.64,-3.67,0.064,0,0.1,0.9,0.058,0
