prey,Base_diUb4,Vec_diUb4,di4spUb,Enr_diUb4,sEnr_diUb4,p_Bind_diUb4
Gm12942,81.1,43.1,0,-9.75,-7.63,0.006
Ankrd50,55.8,69.6,0,-10.44,-7.62,0.006
Lrp6,90,161,0,-11.65,-7.94,0.006
Cpne3,283.7,3.7,0.1,-5.2,-6.06,0.006
Sycp3,130.6,2.5,0,-5.65,-7.11,0.006
Rbbp7,295.2,117.6,0,-11.2,-7.78,0.006
Ednrb,71.8,269.8,0,-12.4,-8.03,0.006
Ccdc66,64.9,6.5,0,-7.02,-7.28,0.006
Rnf7,100.2,7.5,0,-7.23,-7.35,0.006
Preb,83.4,0.1,0,-1.72,-6.7,0.006
Gpc3,45.1,403.7,0,-12.98,-7.93,0.006
Fat3,12.4,295.8,0,-12.53,-7.96,0.006
Plk4,49.9,9.5,0,-7.58,-7.39,0.006
Sec14l3,103.3,257.5,0,-12.33,-7.89,0.006
Dnajc18,346.8,726.3,0,-13.83,-7.94,0.006
P2ry1,2.9,4.6,0,-6.53,-7.23,0.006
Pde1a,426.8,38.3,0,-9.58,-7.62,0.006
Atp1b1,321,29261,539.3,-5.76,-5.51,0.006
Ints12,96.6,0.5,0,-3.34,-6.84,0.005
Kdelr3,14.1,0.9,0,-4.28,-6.87,0.005
Idh3g,361.4,1.1,0.1,-3.43,-5.68,0.005
Svil,4.2,65.8,2.4,-4.73,-5.28,0.005
Tspan2,81.5,161,0,-11.65,-7.71,0.005
Bcl2l11,58.5,0.2,0,-2.15,-6.71,0.005
Prss53,2.5,4.8,0,-6.59,-7.24,0.005
Gm2083,196.4,0.6,0,-3.76,-6.93,0.005
Penk,60.3,60.4,0,-10.24,-7.75,0.005
Txndc12,129.2,338.5,0,-12.73,-7.96,0.005
Capza2,366.4,418.4,0,-13.03,-7.96,0.005
Abracl,48.2,1.3,0,-4.8,-6.96,0.005
Bche,88.3,0.2,0,-2.27,-6.76,0.005
Cetn4,114.7,0.6,0,-3.75,-6.91,0.005
Peli1,166.1,35.7,0,-9.48,-7.57,0.005
Slu7,181.6,2,0,-5.37,-7.2,0.005
Sfswap,3.3,3.3,0,-6.09,-7.01,0.005
Alkbh3,76.6,1.4,0,-4.87,-7.04,0.005
Trp53,22.1,6.2,0,-6.97,-7.21,0.005
Gm5795,147,0.7,0,-3.92,-6.97,0.005
Ppp2ca,481.7,0.8,0.1,-3.04,-5.67,0.005
Ubqln4,88.6,1.3,0,-4.77,-6.97,0.005
Dpp4,160.5,1.6,0,-5,-7.1,0.005
Tmem68,106.9,18,0,-8.5,-7.48,0.005
Thbs1,72.5,2.1,0,-5.4,-7.06,0.005
1700017D01Rik,159.7,1.6,0,-5.03,-7.11,0.005
Pla1a,28.2,38.3,0,-9.58,-7.68,0.005
Aldh6a1,674.6,8.8,0.2,-5.08,-5.58,0.005
Tmem181a,20.5,0.3,0,-2.97,-6.86,0.005
Armcx1,151.9,2.4,0.1,-4.55,-5.83,0.005
Ttc14,344.2,29.3,0,-9.2,-7.64,0.005
Prdm2,57.7,0.2,0,-2.48,-6.75,0.005
Dpy30,139.1,6.2,0,-6.97,-7.31,0.005
4632428N05Rik,1.5,3.6,0,-6.19,-7.13,0.005
Sptssb,49.5,163.1,0,-11.67,-7.73,0.005
Dnaja1,401.4,2045.7,0.1,-14.28,-7.73,0.005
Dtnbp1,45.9,0.1,0,-1.72,-6.78,0.005
Ano1,61.8,0.9,0,-4.18,-6.94,0.005
Ywhah,365.2,0.6,0,-3.69,-6.95,0.005
Rnf6,57.7,1.7,0,-5.15,-7.11,0.005
Ppp2r1b,179.3,0.4,0,-3.2,-6.83,0.005
Col25a1,12.7,36.1,0,-9.5,-7.53,0.005
Pebp4,410,0.2,0,-2.53,-6.88,0.005
Gpc6,50.3,1,0,-4.35,-6.99,0.005
9030025P20Rik,257.7,259.7,0,-12.34,-7.87,0.005
Rb1,100.9,17.1,0,-8.42,-7.58,0.005
Il13ra1,198.6,0.4,0,-3.01,-6.91,0.005
Ncapg,72.7,1.1,0,-4.47,-7.01,0.005
Dhx32,102.9,2.9,0.1,-4.86,-5.86,0.005
Ube2q1,133.5,88.8,0,-10.8,-7.8,0.005
Ddx31,7.9,6.2,0,-6.96,-7.34,0.005
2210408I21Rik,93.4,0.4,0,-3.2,-6.84,0.005
Rbp1,2.8,1.4,0,-4.82,-7.05,0.005
Klhl9,78.3,0.2,0,-2.21,-6.65,0.005
Hspa4,143.7,0.5,0,-3.56,-6.86,0.005
Angptl4,32.6,10.7,0,-7.75,-7.37,0.005
Rpl15,308,1.3,0.1,-3.75,-5.66,0.005
Mrpl15,37.8,216.3,0,-12.08,-7.92,0.005
Robo2,68.1,3.4,0,-6.1,-7.19,0.005
Znhit6,57.6,255.1,0,-12.32,-7.94,0.005
Acer2,219.5,62,0,-10.28,-7.74,0.005
Paqr8,49.9,41.5,0,-9.7,-7.66,0.005
Chgb,102.9,7.4,0,-7.22,-7.3,0.005
Cep128,104.5,0.5,0,-3.34,-6.79,0.005
Hsd3b3,111.9,1.9,0,-5.26,-7.06,0.005
Ufm1,98,3.7,0.1,-5.17,-5.98,0.005
Mme,300.1,174,0,-11.77,-7.78,0.005
Brd4,5.8,0.7,0,-3.85,-6.84,0.005
Senp7,63.3,96,0,-10.91,-7.77,0.005
Ispd,67.8,0.1,0,-1.8,-6.77,0.005
Akr1c18,302.3,1,0,-4.34,-7.01,0.005
Prdm4,103.7,48.5,0,-9.92,-7.66,0.005
Tspyl1,55,0.4,0,-3.17,-6.88,0.005
Mat2a,554.1,1.5,0.1,-3.9,-5.84,0.005
Pbld1,8.3,3.2,0,-6.03,-7.11,0.005
Itga8,162.3,1,0,-4.44,-6.93,0.005
Gng12,648.6,4.7,0.2,-4.51,-5.53,0.005
Rab18,393.7,9.7,0.3,-4.96,-5.48,0.005
Zfp35,95.1,1.8,0.1,-4.16,-5.77,0.005
Agxt2,52.3,0.4,0,-3.18,-6.78,0.005
Fbxo3,242.3,3.5,0.1,-5.11,-6.11,0.005
Pip4k2a,140.5,39.2,0,-9.62,-7.71,0.005
Dync1h1,65.5,2357.5,0,-15.53,-8.12,0.005
Grem2,44.3,1.8,0,-5.23,-7.05,0.005
Lifr,182.8,956.4,0,-14.22,-8.05,0.005
P2rx7,5.5,0.5,0,-3.34,-6.83,0.005
Fam107b,243.5,2.5,0.1,-4.63,-5.9,0.005
Ezr,220.1,0.2,0,-2.21,-6.82,0.005
Aox1,23.5,7.1,0,-7.16,-7.29,0.005
Daf2,206.3,0.8,0,-4.01,-6.88,0.005
Fbxo36,195.4,0.1,0,-1.88,-6.7,0.005
Ttpa,33.3,83,0,-10.7,-7.74,0.005
Atpif1,24.9,2.5,0,-5.65,-7.1,0.005
Dnajc14,123.3,98,0,-10.94,-7.82,0.005
Nxt2,112.5,0.5,0,-3.52,-6.83,0.005
Pcdhgb6,2.3,62,0,-10.28,-7.63,0.005
Acot7,23.5,0.4,0,-3.01,-6.87,0.005
Pik3c2a,49.4,23.3,0,-8.86,-7.41,0.005
Mmp9,8.3,1.3,0,-4.8,-7.02,0.005
Tmem229a,218.3,629.2,0.1,-12.58,-7.61,0.005
Hyal6,89.6,355.3,0,-12.8,-7.86,0.005
Zfp330,68,2.4,0,-5.59,-7.16,0.005
Ccdc127,288.8,3.7,0.1,-5.18,-5.98,0.005
Zfp512,82.9,0.5,0,-3.34,-6.92,0.005
Rcbtb2,45.7,0.5,0,-3.52,-6.94,0.005
Insl6,44.4,1.1,0,-4.51,-6.98,0.005
Slc7a14,73.2,0.2,0,-2.33,-6.69,0.005
Ssx2ip,122.3,0.5,0,-3.34,-6.93,0.005
Ppfibp2,31.9,1.9,0,-5.32,-7.12,0.005
Zfp664,113.2,0.4,0,-3.01,-6.84,0.005
Adam32,128,2.4,0,-5.63,-7.11,0.005
Cacul1,210.5,160.5,0,-11.65,-7.76,0.005
Cbln4,8.3,0.3,0,-2.67,-6.68,0.005
Podxl,175.5,35.7,0,-9.48,-7.66,0.005
Tmem183a,232.6,11.2,0,-7.81,-7.42,0.005
Clpb,27.8,108,0,-11.08,-7.79,0.005
Zfp263,82.1,1.5,0,-4.95,-7.01,0.005
Olfr613,3.4,1.2,0,-4.64,-7.04,0.005
Baz2b,56.8,0.8,0,-4.01,-6.95,0.005
Adat2,1.1,1.2,0,-4.64,-7.08,0.005
Zfp131,146.1,284.5,0,-12.47,-7.92,0.005
Mup19,130,0.7,0,-3.88,-6.96,0.005
Igip,137.3,132.1,0,-11.37,-7.75,0.005
Eef1g,186.9,0.2,0,-2.21,-6.82,0.005
Gmpr2,19.5,1.5,0,-4.93,-7.01,0.005
Srp72,278.8,4.7,0,-6.58,-7.28,0.005
Meiob,52.4,0.7,0,-3.96,-6.97,0.005
Urah,6.6,0.9,0,-4.18,-6.96,0.005
St8sia3,141.8,0.5,0,-3.34,-6.91,0.005
Snx25,145.2,0.2,0,-2.53,-6.64,0.005
Inpp5b,113,2.5,0,-5.69,-7.09,0.005
Gm3435,218.8,150.6,0,-11.56,-7.83,0.005
Plekhg1,58.9,0.6,0,-3.71,-6.94,0.005
Gm5141,11.3,0.8,0,-4.1,-6.82,0.005
Ifit2,60.1,387.2,0,-12.92,-8,0.005
Dnajb8,50.2,1.9,0,-5.27,-6.95,0.005
Erh,104.3,0.3,0,-2.79,-6.79,0.005
Oasl2,102.9,0.2,0,-2.27,-6.75,0.005
Mark3,31.4,1.4,0,-4.89,-7.03,0.005
Cdc27,176.7,8.5,0,-7.42,-7.45,0.005
Arhgap12,149.4,503,0,-13.3,-8.03,0.005
Fam133b,74.2,0.9,0,-4.21,-7,0.005
Dnajb1,44.6,632.4,13.9,-5.5,-5.25,0.005
Met,148.2,10.9,0,-7.77,-7.42,0.005
Hoxa9,6.4,61.7,0,-10.27,-7.67,0.005
Mrpl3,114.5,0.2,0,-2.21,-6.7,0.005
Rab3il1,19.9,15.1,0,-8.24,-7.43,0.005
Fam102a,99.8,1.2,0,-4.64,-6.98,0.005
Nsdhl,293.6,0.6,0,-3.75,-7.02,0.005
Btrc,56.4,2.1,0,-5.44,-7.02,0.005
Rpl22l1,77.2,1.5,0.1,-3.92,-5.59,0.005
Mgea5,322,1,0,-4.39,-6.93,0.005
Ugp2,246.7,0.5,0,-3.37,-6.93,0.005
Zbtb8b,1.4,335.4,0,-12.71,-7.97,0.005
Fam103a1,481.8,61.6,0,-10.27,-7.73,0.005
Birc3,51.2,1.5,0,-4.94,-7.01,0.005
Cpeb4,126.1,1.4,0,-4.9,-7.13,0.005
Cadm2,182.9,5.9,0,-6.91,-7.33,0.005
Wnk3,10.3,0.9,0,-4.27,-6.87,0.005
Trappc6b,143.7,31.9,0,-9.32,-7.58,0.005
Prkx,16.3,0.7,0,-3.88,-6.97,0.005
Lpcat2b,207.9,0.8,0,-4.09,-7.03,0.005
Elavl1,112.6,0.3,0,-2.79,-6.9,0.005
42435,545.2,36.2,0,-9.5,-7.69,0.005
Gspt2,48.6,2.5,0,-5.65,-7.07,0.005
Amotl1,127,1.4,0.1,-3.8,-5.72,0.005
Ywhae,103.5,42.2,0,-9.72,-7.69,0.005
Acly,173.2,8.5,0,-7.42,-7.45,0.005
Larp7,86.6,0.4,0,-3.01,-6.84,0.005
Ubxn2a,21.1,3,0.1,-4.91,-5.82,0.005
Esam,28.1,1,0,-4.35,-6.98,0.005
Eci1,13.8,0.6,0,-3.71,-6.77,0.005
Krcc1,221.6,211.1,0,-12.04,-7.89,0.005
Nudt12,10.3,8.4,0,-7.4,-7.34,0.005
Scn7a,111.5,74.8,0,-10.55,-7.75,0.005
Calm1,293.3,9.2,0.2,-5.47,-5.73,0.005
Kctd6,52.5,6.2,0,-6.97,-7.19,0.005
Tmprss2,86.9,0.1,0,-1.8,-6.73,0.005
Ccdc169,42.3,1.7,0,-5.14,-6.97,0.005
Ftsj1,18.6,9.3,0,-7.54,-7.34,0.005
Pcgf3,16.2,5,0,-6.67,-7.16,0.005
Heca,60,1.5,0,-4.94,-7.05,0.005
BC003331,215.8,13,0,-8.02,-7.48,0.005
Rnf133,574.5,0.5,0,-3.37,-6.93,0.005
Gm2863,170.7,1.4,0,-4.82,-7.06,0.005
Ptges3l,17.3,307.1,0,-12.58,-7.98,0.005
Mospd1,204.2,0.2,0,-2.58,-6.91,0.005
Phyhipl,92.4,385,0,-12.91,-7.85,0.005
Ccdc34,35.5,48.7,0,-9.93,-7.6,0.005
Vamp7,120,230,0,-12.17,-7.87,0.005
Gpr64,6.7,0.5,0,-3.34,-6.78,0.005
Twsg1,263.2,183.2,0,-11.84,-7.84,0.005
Gpr85,30.2,19.7,0,-8.62,-7.52,0.005
Npr2,9.8,1.4,0,-4.84,-7.03,0.005
Camsap2,128,48.4,0,-9.92,-7.67,0.005
Phax,68.9,1.2,0,-4.69,-7.07,0.005
Sestd1,192.2,1.2,0,-4.66,-7,0.005
Specc1l,256.8,4.7,0.2,-4.52,-5.41,0.005
Hdac2,168.5,1012.7,0.1,-13.27,-7.67,0.005
Aif1l,82.6,1.7,0,-5.11,-7.1,0.005
Serpina5,78.1,218.5,0,-12.09,-7.89,0.005
Rnps1,19.2,3.9,0,-6.32,-7.16,0.005
Ppfia2,27,9.4,0,-7.56,-7.36,0.005
C3,129.3,0.3,0,-2.97,-6.86,0.005
Amy2a5,344.2,0.3,0,-2.95,-6.93,0.005
Hmgb3,113.5,1.9,0,-5.32,-7.16,0.005
Atp2b3,32.2,0.5,0,-3.34,-6.96,0.005
C2cd2,64.2,1.5,0,-4.99,-7.04,0.005
Lrch1,56.7,25.2,0,-8.98,-7.51,0.005
Zmym4,123.3,834.2,0,-14.03,-7.99,0.005
Eif2ak2,24.9,25.1,0,-8.97,-7.62,0.005
Hspa14,98,3.9,0.1,-5.27,-5.95,0.005
Pcdh17,50.1,1.9,0,-5.27,-7.15,0.005
Filip1,8.8,76.5,0,-10.58,-7.7,0.005
Ccdc115,28.6,0.8,0,-4.1,-7.02,0.005
Etnk1,422.6,86.5,0,-10.76,-7.78,0.005
Hey1,61.9,2.7,0,-5.77,-7.16,0.005
Hexb,236.6,133.1,0,-11.38,-7.79,0.005
Rasa2,73.6,22386.5,434.1,-5.69,-5.32,0.005
Mybph,2,32.9,0,-9.36,-7.67,0.005
Cntn1,260.3,1097.3,0,-14.42,-8,0.005
Asz1,48.6,0.7,0,-3.88,-6.86,0.005
Atp10d,64.4,26.4,0,-9.05,-7.55,0.005
Smu1,170.1,0.6,0,-3.64,-6.89,0.005
Rps3,92,1.2,0,-4.64,-6.95,0.005
Tmprss11d,30.1,0.7,0,-3.85,-6.89,0.005
Spata7,153.1,2,0.1,-4.32,-5.71,0.005
Polr1d,27.8,123.4,0,-11.27,-7.72,0.005
Acadm,359.1,0.5,0,-3.52,-6.89,0.005
1810013L24Rik,182.5,223.7,0,-12.13,-7.84,0.005
Gsk3b,120.5,2.2,0.1,-4.48,-5.78,0.005
Eltd1,104.4,1.9,0,-5.27,-7.06,0.005
Sycp1,134.1,7.6,0.2,-5.2,-5.58,0.005
Sec22b,50.1,863.1,0.1,-13.04,-7.78,0.005
Gpr146,27.1,39.8,0,-9.64,-7.61,0.005
Aspn,222.8,1.3,0,-4.72,-7.03,0.005
Hsdl1,69.9,8.9,0,-7.48,-7.35,0.005
Rbbp5,108.4,1.6,0,-5.01,-7.04,0.005
Nedd1,52.6,1.5,0,-4.96,-7.05,0.005
Meox2,24.4,14.9,0,-8.23,-7.29,0.005
Slc30a6,70.6,0.2,0,-2.48,-6.74,0.005
Il1r2,14.6,0.5,0,-3.56,-6.9,0.005
Thoc5,23.6,6,0,-6.92,-7.25,0.005
Mrps31,121.5,0.6,0,-3.64,-6.82,0.005
Ppp4r4,94.2,1,0,-4.43,-7.02,0.005
Prrx1,93.9,723.7,0,-13.82,-8.02,0.005
Arl6ip6,53.1,2.4,0.1,-4.58,-5.75,0.005
Cenpj,34.6,117.7,0,-11.2,-7.87,0.005
C1galt1,5,18.2,0,-8.51,-7.44,0.005
Trim44,144,0.3,0,-2.95,-6.87,0.005
Ncoa1,27.9,11.8,0,-7.89,-7.34,0.005
Mctp2,9.7,81.4,0,-10.67,-7.77,0.005
Psma3,296.7,23.2,0,-8.86,-7.54,0.005
4921530L21Rik,38,0.5,0,-3.34,-6.82,0.005
Rbms1,113.6,90,0,-10.81,-7.7,0.005
Gm10324,0.9,1.7,0,-5.09,-6.97,0.005
Txnl1,152.3,137.9,0,-11.43,-7.86,0.005
Anapc5,57.9,0.8,0,-4.08,-6.85,0.005
Pfdn2,8,1.9,0,-5.26,-7.12,0.005
Clns1a,77,1.8,0.1,-4.19,-5.71,0.005
Exoc3,192.7,0.4,0,-3.29,-6.89,0.005
Ost4,4.2,1.8,0,-5.23,-7.01,0.005
Abcb6,2.6,10.5,0,-7.72,-7.27,0.005
Rprd2,53.8,1.1,0,-4.48,-6.92,0.005
Zdhhc7,0.7,122.4,0,-11.26,-7.82,0.005
Myo1b,180.1,4.4,0.1,-5.42,-6.08,0.005
Ccdc38,117.5,173.4,0,-11.76,-7.88,0.005
Trip11,5.7,2.6,0,-5.74,-7.09,0.005
Wdr20rt,59.3,1.8,0,-5.22,-7.13,0.005
Tarbp2,16.5,234.7,0,-12.2,-7.72,0.005
Capzb,157.5,2.6,0,-5.74,-7.06,0.005
Numb,3,0.5,0,-3.34,-6.87,0.005
Selenbp1,46.3,12,0,-7.92,-7.4,0.005
Ube2z,120.5,0.3,0,-2.97,-6.82,0.005
Hbp1,122.5,1.3,0.1,-3.68,-5.61,0.005
Nifk,125.6,3.4,0,-6.12,-7.2,0.005
Dsp,47.2,0.9,0,-4.18,-6.98,0.005
Epb4.1l1,52.8,2.1,0,-5.4,-7.1,0.005
Nrbp1,7.6,11.3,0,-7.82,-7.35,0.005
Tshz1,50.6,5.3,0,-6.75,-7.26,0.005
Rbbp4,45,3.2,0,-6.01,-7.13,0.005
Rergl,5.3,2.2,0,-5.51,-7.13,0.005
Tmem41b,188.4,18,0,-8.5,-7.49,0.005
Rasgrp1,132.7,74.3,0,-10.54,-7.79,0.005
Ankrd7,988.5,11.4,0,-7.84,-7.44,0.005
Psmg2,65.4,0.9,0,-4.28,-6.98,0.005
Kitl,221.4,1.9,0.1,-4.24,-5.77,0.005
Zbtb41,80.3,151.9,0,-11.57,-7.78,0.005
9530068E07Rik,100.5,14.2,0,-8.16,-7.43,0.005
Sp4,47.1,11.7,0,-7.87,-7.34,0.005
Slc39a9,122.4,0.3,0,-2.97,-6.89,0.005
Pgap1,69.7,171.1,0,-11.74,-7.71,0.005
Mapre1,375,122.7,0,-11.26,-7.7,0.005
Wdsub1,18.4,1.1,0,-4.58,-7.1,0.005
Gm21951,124.6,1.1,0,-4.51,-6.94,0.005
Sec16a,171.9,0.7,0,-3.85,-7,0.005
Nadk2,128.1,431.7,0.1,-12.04,-7.54,0.005
Hsbp1,161.5,1.2,0,-4.59,-7.01,0.005
Paip2,196.1,1327.8,0.1,-13.66,-7.72,0.005
Dnajb6,351.3,77.3,0,-10.6,-7.76,0.005
Fam171a1,28.6,1.1,0,-4.51,-6.97,0.005
Sucla2,273.8,492.9,0,-13.27,-7.83,0.005
Bmp7,20.6,0.6,0,-3.71,-6.86,0.005
Acsm1,36.7,1.9,0,-5.27,-7.06,0.005
Col5a2,141.1,3,0,-5.93,-7.17,0.005
Slc5a1,28.4,2.6,0,-5.75,-7.13,0.005
Nudt10,11.8,202.4,0,-11.98,-7.84,0.005
Prps1l3,99.1,320.4,0,-12.65,-7.8,0.005
Eral1,24.1,143.2,0,-11.48,-7.72,0.005
Slc22a14,35.3,225.6,0,-12.14,-7.79,0.005
Atf7ip2,39.5,2.8,0.1,-4.79,-5.86,0.005
Pik3r6,3.9,276.3,0,-12.43,-7.93,0.005
Tor1aip2,268.2,0.4,0,-3.23,-6.9,0.005
Ddx26b,138.2,0.4,0,-3.18,-6.83,0.005
Crbn,237.3,607.9,0,-13.57,-7.93,0.005
Pisd,29.2,159.5,0,-11.64,-7.81,0.005
Braf,206.2,1,0,-4.35,-6.93,0.005
Unc93a,3.3,2.4,0,-5.63,-7.12,0.005
Golim4,141.8,0.3,0,-2.87,-6.8,0.005
Psg28,0.2,1.4,0,-4.83,-7.05,0.005
Rpl22,163.8,4.6,0,-6.55,-7.27,0.005
Tm2d1,22.2,1.3,0,-4.71,-6.94,0.005
Kidins220,198.1,0.6,0,-3.68,-6.92,0.005
Krit1,122.7,52.1,0,-10.03,-7.72,0.005
Rfx7,83.1,2.5,0.1,-4.61,-5.91,0.005
Tmem65,135.5,1.7,0,-5.16,-7.04,0.005
Proca1,77.4,0.6,0,-3.78,-6.94,0.005
Angel2,176.4,1006.5,0,-14.3,-7.96,0.005
1810026J23Rik,155.2,2.7,0,-5.79,-7.17,0.005
Gtf2a1,191.2,25.8,0,-9.01,-7.57,0.005
Itga1,81.1,4295.2,0.1,-15.35,-7.97,0.005
Parp8,40.8,1.5,0,-4.93,-7.06,0.005
Rab9,209.2,0.6,0,-3.64,-7.01,0.005
Tor1b,90.8,451.4,0,-13.14,-8.04,0.005
Morf4l2,338.1,1.3,0,-4.72,-7.07,0.005
Fam168b,123.6,33.2,0,-9.38,-7.56,0.005
Lrrc32,1.3,31.4,0,-9.3,-7.6,0.005
Tmem88b,2,105.3,0,-11.04,-7.69,0.005
Kdelr2,1,2.1,0,-5.44,-7,0.005
Znrd1as,312.6,0.4,0,-3.01,-7,0.005
Plk2,45,13.2,0,-8.04,-7.49,0.005
Hemgn,90.5,3.5,0,-6.17,-7.21,0.005
Ubqln2,85,1.3,0,-4.78,-6.96,0.005
Triap1,55.1,1,0,-4.39,-6.93,0.005
Cct6b,187.1,9.2,0.3,-4.88,-5.37,0.005
Olfr288,0.3,0.9,0,-4.31,-6.93,0.005
Fam178a,86.1,0.9,0,-4.28,-6.93,0.005
Bcl10,61.3,299.8,0,-12.55,-7.79,0.005
Brox,179.3,0.9,0,-4.21,-7.02,0.005
Purg,34.7,460.5,0,-13.17,-8.04,0.005
Pja2,319.5,46.1,0,-9.85,-7.78,0.005
Polr2m,235.8,0.4,0,-3.15,-6.91,0.005
Dld,262.8,233.3,0,-12.19,-7.89,0.005
Taok1,252.6,25,0,-8.97,-7.65,0.005
Chl1,329.9,10.3,0,-7.69,-7.43,0.005
Fbxo32,266.8,0.2,0,-2.21,-6.78,0.005
Rgs5,102.3,1.3,0,-4.72,-7.02,0.005
Rab3gap2,60,3.4,0,-6.12,-7.15,0.005
Dnajc7,117.6,2.8,0,-5.81,-7.16,0.005
Rbm12,31,2.8,0,-5.83,-7.1,0.005
Cd28,22.7,45.3,0,-9.83,-7.71,0.005
Zfp472,34.5,176.6,0,-11.79,-7.75,0.005
Polr2c,23.4,1.8,0,-5.24,-7.06,0.005
Alx1,20.4,0.8,0,-4.09,-7,0.005
Trak2,242.3,26.2,0,-9.04,-7.61,0.005
Nova1,52.5,0.4,0,-3.08,-6.84,0.005
Ybx3,40.9,10.3,0,-7.69,-7.34,0.005
Fyn,45.4,291.2,0,-12.51,-7.87,0.005
Plekhb2,431.9,10.4,0.2,-5.65,-5.78,0.005
Tgs1,57.3,2.7,0.1,-4.76,-5.8,0.005
Ctnna2,115.8,0.2,0,-2.15,-6.7,0.005
Parp11,28.1,0.6,0,-3.76,-6.86,0.005
Atp11b,92,11.1,0,-7.81,-7.43,0.005
1700018C11Rik,46.3,0.5,0,-3.34,-6.86,0.005
Dsg1a,115.6,44.8,0,-9.81,-7.69,0.005
Tubgcp3,17,1.2,0,-4.66,-7.01,0.005
Lum,529.5,13.4,0,-8.07,-7.38,0.005
Jak2,164.9,1349.1,0.1,-13.68,-7.76,0.005
Muc1,8.9,2.7,0,-5.78,-7.19,0.005
Fam96a,26.7,370.7,0,-12.86,-7.94,0.005
Them4,140.5,5,0.2,-4.59,-5.46,0.005
Lrrcc1,216.1,34.7,0,-9.44,-7.69,0.005
Pdhb,192.8,0.5,0,-3.32,-6.95,0.005
4833423E24Rik,140.3,18,0,-8.5,-7.43,0.005
Siah2,66.2,34.4,0,-9.43,-7.63,0.005
Tmem130,9.5,10.7,0,-7.75,-7.4,0.005
Col6a2,17,0.6,0,-3.64,-6.8,0.005
Cfap97,300.6,0.3,0,-2.79,-6.89,0.005
Ptrf,81.1,1.7,0,-5.15,-7.01,0.005
Gnpnat1,150.3,5.7,0.1,-5.79,-6.23,0.005
Ccnyl1,192.6,1.5,0.1,-3.91,-5.74,0.005
Ncoa4,384.8,381.9,0,-12.9,-7.96,0.005
Tpp1,147.7,251.5,0,-12.3,-7.96,0.005
Polr2h,6,64.5,0,-10.33,-7.74,0.005
Tpd52l2,114.5,2.8,0.1,-4.77,-5.93,0.005
Anxa4,227.5,6.9,0.2,-5.05,-5.57,0.005
Wrb,49.9,0.3,0,-2.75,-6.78,0.005
Mbtps2,146.1,0.5,0,-3.56,-6.92,0.005
Erlec1,205.2,51.2,0,-10,-7.6,0.005
Gm20736,616.4,1.1,0,-4.47,-7.03,0.005
Msl1,206.2,525.8,0,-13.36,-7.95,0.005
Scaf11,154.5,876.3,0,-14.1,-8,0.005
Lgals12,7.9,1.4,0,-4.89,-6.95,0.005
Map3k15,128,387.9,0,-12.92,-8.07,0.005
Sptbn1,260.1,4.7,0,-6.57,-7.3,0.005
Fam208a,46.7,33.5,0.6,-5.62,-5.34,0.005
Fst,12.9,11.8,0,-7.88,-7.37,0.005
Rpgrip1,121.8,401.2,0,-12.97,-7.95,0.005
Cnppd1,18.6,1.2,0,-4.64,-7.01,0.005
Svs4,0.2,1,0,-4.35,-6.98,0.005
Ssr1,192.5,21.5,0,-8.75,-7.59,0.005
Ddx1,139.2,0.7,0,-3.92,-7.01,0.005
Txndc8,10.3,3.4,0,-6.1,-7.19,0.005
Mug1,20.6,1,0,-4.35,-6.97,0.005
Pecam1,91.2,178,0,-11.8,-7.85,0.005
Dhcr24,105.2,12.6,0,-7.98,-7.43,0.005
Avl9,88.2,0.9,0,-4.2,-6.94,0.005
Grm1,21.1,768.9,0,-13.91,-7.99,0.005
AV320801,89.4,8.1,0,-7.34,-7.29,0.005
Shfm1,12.4,4.6,0,-6.55,-7.26,0.005
Elavl2,43.7,8.1,0,-7.34,-7.42,0.005
Irf2bp2,24.8,1.7,0,-5.14,-7.12,0.005
Nrip1,23.2,1.4,0,-4.87,-7.02,0.005
Abcc3,19,5,0.1,-5.63,-6.14,0.005
Mylk,377.6,4.5,0,-6.5,-7.28,0.005
Palld,255.6,121.9,0,-11.25,-7.85,0.005
Cpsf4,0.8,1.8,0,-5.23,-7.06,0.005
Pnpla8,418.3,3.6,0,-6.18,-7.27,0.005
Ccdc150,80.5,1.4,0,-4.84,-6.96,0.005
Mael,226.5,308.2,0,-12.59,-7.96,0.005
Yy1,205.8,7.6,0.2,-4.87,-5.45,0.005
Far2,208.8,6.7,0.2,-4.68,-5.38,0.005
C1galt1c1,279.2,0.7,0,-3.94,-6.9,0.005
Dab1,85,0.7,0,-3.81,-6.94,0.005
Adam10,212,1.7,0,-5.15,-7.14,0.005
Lmbr1,144.6,4,0,-6.33,-7.25,0.005
Gm4871,162,3.2,0.1,-4.99,-6.01,0.005
Wdr92,41.4,0.7,0,-3.88,-6.98,0.005
Cdc20b,15.7,48.8,0,-9.93,-7.69,0.005
Zfp433,17.5,1.7,0,-5.14,-7.02,0.005
Acbd3,187.5,5.1,0,-6.68,-7.25,0.005
Pvrl2,18.7,112.7,0,-11.14,-7.77,0.005
Rab39b,34.3,6.2,0,-6.96,-7.28,0.005
Gin1,67.9,1.9,0,-5.27,-7.1,0.005
2410127L17Rik,100.8,3.5,0,-6.13,-7.15,0.005
Aplnr,26.2,199.6,0,-11.96,-7.84,0.005
Mllt11,58.2,2.1,0,-5.41,-7.01,0.005
